"image_path","label"
"/home/jh/Blog/dataset/val/dog/dog.2374.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.2993.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.1822.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.9816.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.9941.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.1854.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.4081.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.3383.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.5368.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.4546.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.2100.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.7392.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.5686.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.1798.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.1099.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.2887.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.7039.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.4370.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.2877.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.12452.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.10644.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.2810.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.2981.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.5961.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.7957.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.1035.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.6406.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.11249.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.9908.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.478.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.957.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.11478.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.7143.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.9629.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.2045.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.3286.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.10188.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.2770.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.11086.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.3488.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.343.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.1976.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.1674.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.3003.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.2857.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.5899.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.8731.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.3785.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.8637.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.6929.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.2701.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.8782.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.217.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.3379.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.9512.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.7021.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.3328.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.7236.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.9791.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.6381.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.9992.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.6481.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.10986.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.1211.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.4070.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.9434.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.2301.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.3863.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.2824.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.4319.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.5924.jpg","other"
"/home/jh/Blog/dataset/val/dog/dog.12303.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.6200.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.1452.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.11844.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.3256.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.12493.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.268.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.3172.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.10363.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.2543.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.5151.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.3381.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.7787.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.6402.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.622.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.2163.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.3964.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.10292.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.10709.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.7840.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.5195.jpg","dog"
"/home/jh/Blog/dataset/val/dog/dog.9119.jpg","dog"
