"image_path","label"
"/home/jh/Blog/dataset/val/other/OIP-YoLyyzHee6BHTx01rbqSEQHaFh.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP-OSgujYLjbpFUemX6jwDKtAHaFV.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP-m5ByJApS8VDmDgrmRbJbfAHaFj.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP-NyGoX3F4x7_jFPEtNhb5_QHaE8.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP-IUWbdjVuC1u83VDtwn_JIQHaE8.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP-7HIzTm3EFaHtkGXuA9fmNQHaEy.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP-R719KPFa_vbBY1FTYEHV2gHaE7.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP-HR_ROHI-3y14e54AlUWUXQAAAA.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP-ni9vcpkOVHVm2Ytlx_hxEwHaLH.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP-XK702QQDFuSkgd0aOUFxiQAAAA.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP-qvS6E6OjCtsLo4UVXKRQzAHaFj.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP-7WJOevP91trED7RxBu9VvQAAAA.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP-uifB1efbPt_apwXpYAQsmAHaLG.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP-iwZrMGUIm3KPCDF4aq20tAHaFI.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP-PhBY66HsuYRFnmwFQTsOqQHaFc.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP-7c1SCA2EKLwhOOQTMIwn1wHaFo.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP--ulVKiY1YDItEGxB7Cn26QEsEC.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP-E0jKCOIvAPDC_XZTIOeEzwHaFj.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP-mYS3viiYk_yh599cm8l2xQAAAA.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP-dw6DBUr3QKkdYqHo4TafHwHaFj.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP-9snoGy2V2tpBrYjpRg3N_wHaE7.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP-YGutz0dHYgYaRK6GUAKlTwHaDt.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP-BghfUH6i9ACrFPu28ihayAHaF5.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP-p4MXCU6w0GEUT_8tVv9-6gHaFx.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP-L5y5OMwRJ-ZYgtrlBhP3hAHaK-.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP-B1Cq58oLnRC4kPysK1FG3gHaFo.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP-wiFFlWqTBRtH4GJUVbjK3gHaEK.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP-dT9QLRJ91HKXT0emRfK1EAHaE8.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP-P8usefxlmDRnIxI51MK75wHaIL.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP-HvpxLQWXd-M2w2iZgJ91GAHaLI.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP-15FXhhL_Y6L0HloC9_8XNgHaHa.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP-msmpn6DP5ocUoj2oZMvD7wHaF7.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP-8kTpYG3vapdqaDZVIo9k1QHaHa.jpeg","other"
"/home/jh/Blog/dataset/val/other/ea36b3092bf4013ed1584d05fb1d4e9fe777ead218ac104497f5c97ca5edb3bd_640.jpg","other"
"/home/jh/Blog/dataset/val/other/OIP-9ck_OMpBrvtAiosb54LiJwHaE7.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP-rQeC7onUibv29DFCfIOnFwAAAA.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP-xTWXtSCYSYh3qh2d7T8eFAHaH4.jpeg","other"
"/home/jh/Blog/dataset/val/other/OIP-7S43IWCa-Gp1gHkMIKsCrwHaGP.jpeg","other"
